"('P0', 'id')","('P1', 'age')","('P2', 'gender')","('P3', 'living_in_brasil')","('P5', 'living_state')","('P6', 'born_or_graduated')","('P8', 'degreee_level')","('P10', 'job_situation')","('P12', 'workers_number')","('P13', 'manager')","('P16', 'salary_range')","('P17', 'time_experience_data_science')","('P18', 'time_experience_before')","('P19', 'is_data_science_professional')","('P20', 'linear_regression')","('P20', 'logistic_regression')","('P20', 'glms')","('P20', 'decision_tree')","('P20', 'random_forest')","('P20', 'neural_networks')","('P20', 'bayesian_inference')","('P20', 'ensemble')","('P20', 'svms')","('P20', 'cnns')","('P20', 'rnns')","('P20', 'hmms')","('P20', 'gans')","('P20', 'markov_chains')","('P20', 'nlp')","('P20', 'gradient_boosted_machines')","('P20', 'cluster_analysis')","('P20', 'survival_analysis')","('P20', 'longitudinal_data_analysis')","('P20', 'joint analysis')","('P20', 'no_listed_methods')","('P21', 'sql_')","('P21', 'r')","('P21', 'python')","('P21', 'c_c++_c#')","('P21', 'dotnet')","('P21', 'java')","('P21', 'julia')","('P21', 'sas_stata')","('P21', 'visual_basic_vba')","('P21', 'scala')","('P21', 'matlab')","('P21', 'php')","('P21', 'no_listed_languages')","('P22', 'most_used_proggraming_languages')","('P23', 'sql')","('P23', 'nosql')","('P23', 'images')","('P23', 'nlp')","('P23', 'videos')","('P23', 'sheets')","('P23', 'other')","('P24', 'sql')","('P24', 'nosql')","('P24', 'imagens')","('P24', 'nlp')","('P24', 'vídeos')","('P24', 'planilhas')","('P24', 'other')","('P25', 'aws')","('P25', 'gcp')","('P25', 'azure')","('P25', 'ibm')","('P25', 'on_premise_servers')","('P25', 'cloud_própria')","('P25', 'other')","('P26', 'mysql')","('P26', 'oracle')","('P26', 'sql_server')","('P26', 'aurora')","('P26', 'dynamodb')","('P26', 'coachdb')","('P26', 'cassandra')","('P26', 'mongodb')","('P26', 'mariadb')","('P26', 'datomic')","('P26', 's3')","('P26', 'postgresql')","('P26', 'elaticsearch')","('P26', 'db2')","('P26', 'ms_access')","('P26', 'sqlite')","('P26', 'sybase')","('P26', 'firebase')","('P26', 'vertica')","('P26', 'redis')","('P26', 'neo4j')","('P26', 'google_bigtable')","('P26', 'hbase')","('P26', 'other')","('P27', 'microsoft_powerbi')","('P27', 'qlik_view_qlik_sense')","('P27', 'tableau')","('P27', 'metabase')","('P27', 'superset')","('P27', 'redash')","('P27', 'microstrategy')","('P27', 'ibm_analytics_cognos')","('P27', 'sap_business_objects')","('P27', 'oracle_business_intelligence')","('P27', 'birst')","('P27', 'looker')","('P27', 'google_data_studio')","('P27', 'only_excel_gsheets')","('P27', 'no_bi_tool_at_work')","('P27', 'other')","('P28', 'sql_&_stored_procedures')","('P28', 'apache_airflow')","('P28', 'luigi')","('P28', 'aws_glue')","('P28', 'talend')","('P28', 'pentaho')","('P28', 'alteryx')","('P28', 'oracle_data_integrator')","('P28', 'ibm_data_stage')","('P28', 'sap_bw_etl')","('P28', 'siss_sql_server_integration_services')","('P28', 'other')","('P29', 'have_data_warehouse')","('P30', 'google_bigquery')","('P30', 'aws_redshift')","('P30', 'snowflake')","('P30', 'oracle')","('P30', 'postgres_mysql')","('P30', 'ibm')","('P30', 'teradata')","('P30', 'microsoft_azure')","('P30', 'do_not_know')","('P30', 'other')","('P31', 'data_hackers_blog')","('P31', 'data_hackers_podcast')","('P31', 'weekly_newsletter')","('P31', 'slack_channel')","('P31', 'data_hackers_bootcamp')","('P31', 'do_not_know_data_hackers')","('P32', 'prefered_data_hackers_initiative')","('P33', 'telegram_groups')","('P33', 'whatsapp_groups')","('P33', 'youtube_channels')","('P33', 'other_brasilian_blogs')","('P33', 'other_slack_channels')","('P33', 'twitter')","('P33', 'abroad_blogs')","('P33', 'abroad_podcasts')","('P33', 'meetups_and_events')","('P33', 'only_data_hackers')","('P33', 'other')","('P34', 'udacity')","('P34', 'coursera')","('P34', 'udemy')","('P34', 'height')","('P34', 'edx')","('P34', 'data_camp')","('P34', 'data_quest')","('P34', 'kaggle_learn')","('P34', 'online_courses')","('P34', 'other')","('P35', 'data_science_plataforms_preference')","('P35', 'other')","('P36', 'draw_participation')","('D1', 'living_macroregion')","('D2', 'origin_macroregion')","('D3', 'anonymized_degree_area')","('D4', 'anonymized_market_sector')","('D5', 'anonymized_manager_level')","('D6', 'anonymized_role')"
hqeseiwzyeej11dkefahqestjiihlfj5,29.0,Masculino,1,São Paulo (SP),0.0,Pós-graduação,Empregado (CTL),Acima de 3000,0.0,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,de 6 a 10 anos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Python,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Blog/Medium do Data Hackers,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Udacity,,1.0,Região Sudeste,Região Sudeste,Computação / Engenharia de Software / Sistemas de Informação,Educação,,Data Engineer/Engenheiro de Dados
eac0z8zijm7qma9szmqeac0s6vn5ynvt,30.0,Masculino,1,São Paulo (SP),1.0,Estudante de Graduação,Somente Estudante (graduação),,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Podcast do Data Hackers,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Nunca fiz cursos online,,1.0,Região Sudeste,,Computação / Engenharia de Software / Sistemas de Informação,,,
ppav2kdsehebp2hippl42ufkrd0lo3yj,28.0,Masculino,1,,0.0,Graduação/Bacharelado,Empregado (CTL),de 1001 a 3000,0.0,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Mais de 10 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Canal do Slack,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Nunca fiz cursos online,,1.0,,Região Sudeste,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,,Desenvolvedor ou Engenheiro de Software
fqr6feppbjwwtez2mpqnf7ofqr6f0ewp,37.0,Masculino,1,São Paulo (SP),0.0,Pós-graduação,Empregado (CTL),de 51 a 100,1.0,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,de 6 a 10 anos,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Python,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Coursera,,1.0,Região Sudeste,Região Sudeste,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,Head,
g06j5r820w178syc8mc0ff7g06j5r2tq,35.0,Masculino,1,Santa Catarina (SC),1.0,Graduação/Bacharelado,Empregado (CTL),de 51 a 100,1.0,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 6 a 10 anos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Podcast do Data Hackers,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Udacity,,1.0,Região Sul,,Outras Engenharias,Finanças ou Bancos,Team Leader/Tech Leader,
z9r7il8n6d8fapg5z9r7ilwxa4ym2073,35.0,Masculino,1,São Paulo (SP),1.0,Mestrado,Somente Estudante (pós-graduação),,,,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Python,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Newsletter Semanal,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,Kaggle Learn,,1.0,Região Sudeste,,Estatística/ Matemática / Matemática Computacional,,,
lhs4by8gk8ypdlhs4bmzrhn51ax32j7d,32.0,Feminino,1,São Paulo (SP),0.0,Doutorado ou Phd,Freelancer,de 101 a 500,0.0,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Blog/Medium do Data Hackers,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Coursera,,1.0,Região Sudeste,Região Sudeste,Outras Engenharias,Marketing,,Data Analyst/Analista de Dados
smz4i3q2uxpz9u6mh61lsmz4k6oytjga,27.0,Masculino,1,São Paulo (SP),0.0,Mestrado,Empregado (CTL),Acima de 3000,0.0,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,de 4 a 5 anos,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Python,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Blog/Medium do Data Hackers,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coursera,,0.0,Região Sudeste,Região Sudeste,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,,Data Scientist/Cientista de Dados
e1btzgvftr4eem0ha3e1btzglf21l00r,29.0,Masculino,1,Minas Gerais (MG),1.0,Pós-graduação,"Desempregado, buscando recolocação",,,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Blog/Medium do Data Hackers,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,DSA,0.0,Região Sudeste,,Ciências Sociais,,,
pemiaq0zg32rokc3pemiayh44vmyl5h6,45.0,Masculino,1,São Paulo (SP),0.0,Doutorado ou Phd,Empregado (CTL),de 1001 a 3000,0.0,Acima de R$ 25.001/mês,de 4 a 5 anos,Menos de 1 ano,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,DataCamp,,0.0,Região Sudeste,Região Centro-Oeste,Estatística/ Matemática / Matemática Computacional,Finanças ou Bancos,,Data Scientist/Cientista de Dados
tzmamqzvu9gttmfhuotzmamr2j03crnf,33.0,Feminino,1,São Paulo (SP),0.0,Mestrado,Empregado (CTL),de 501 a 1000,0.0,de R$ 16.001/mês a R$ 20.000/mês,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,Udemy,,0.0,Região Sudeste,Região Sudeste,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,,Data Scientist/Cientista de Dados
1id07le7o8qcfg1iay7ocaw6k4o5hct5,26.0,Masculino,1,,1.0,Graduação/Bacharelado,Trabalho na área Acadêmica/Pesquisador,,,,de 1 a 2 anos,Menos de 1 ano,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Blog/Medium do Data Hackers,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,Kaggle Learn,,1.0,,,Computação / Engenharia de Software / Sistemas de Informação,,,
4p56c7fdw81a0vuc75vh4p56c7fla3jq,29.0,Masculino,1,,1.0,Pós-graduação,Trabalho na área Acadêmica/Pesquisador,,,,de 1 a 2 anos,Menos de 1 ano,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Podcast do Data Hackers,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Udacity,,0.0,,,Computação / Engenharia de Software / Sistemas de Informação,,,
h3bn2kzqcagwvsvhgh3bn0wm48u7tpol,31.0,Masculino,1,Paraná (PR),1.0,Graduação/Bacharelado,Empregado (CTL),Acima de 3000,0.0,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,de 2 a 3 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Podcast do Data Hackers,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Udemy,,1.0,Região Sul,,Computação / Engenharia de Software / Sistemas de Informação,Outras,,Data Engineer/Engenheiro de Dados
pyd9579yhy2irv8itsiypyd95esqj8nj,26.0,Masculino,1,São Paulo (SP),1.0,Mestrado,Empregado (CTL),de 101 a 500,0.0,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Menos de 1 ano,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,Python,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Blog/Medium do Data Hackers,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,Coursera,,1.0,Região Sudeste,,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,Data Engineer/Engenheiro de Dados
huguqh95bsof6jbnzvhv8q2qjbuelr7w,28.0,Masculino,1,São Paulo (SP),1.0,Mestrado,Empregado (CTL),de 1001 a 3000,0.0,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 4 a 5 anos,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Udemy,,1.0,Região Sudeste,,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,,Business Intelligence/Analista de BI
20qgfimv8w2zhj20a0sobs5rvdpcvijd,37.0,Masculino,1,São Paulo (SP),1.0,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),de 11 a 50,0.0,de R$ 16.001/mês a R$ 20.000/mês,de 6 a 10 anos,Mais de 10 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Blog/Medium do Data Hackers,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,Coursera,,1.0,Região Sudeste,,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,Data Engineer/Engenheiro de Dados
eglkzfr0kl2q9k6l9kjxeglkz7uegsxj,27.0,Masculino,1,Paraná (PR),0.0,Estudante de Graduação,Somente Estudante (graduação),,,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Podcast do Data Hackers,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Udemy,,1.0,Região Sul,Região Nordeste,Outras Engenharias,,,
evagqm53ki1wjmaevauptk5le1ykpqw8,44.0,Feminino,1,Paraná (PR),0.0,Graduação/Bacharelado,Empregado (CTL),de 51 a 100,0.0,de R$ 2.001/mês a R$ 3000/mês,Não tenho experiência na área de dados,Mais de 10 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Nunca fiz cursos online,,1.0,Região Sul,Região Sudeste,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,Outras
fqm8hivogdb6bi43yhnnfqm8hp5g3g2k,42.0,Masculino,1,Rio de Janeiro (RJ),1.0,Estudante de Graduação,Somente Estudante (graduação),,,,de 1 a 2 anos,de 1 a 2 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Newsletter Semanal,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,Udacity,,1.0,Região Sudeste,,Computação / Engenharia de Software / Sistemas de Informação,,,
mz1iheeh3ks7mz127fkrixvx16mw5271,30.0,Feminino,1,Minas Gerais (MG),1.0,Doutorado ou Phd,"Desempregado, buscando recolocação",,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,SAS/Stata,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Newsletter Semanal,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Udemy,,0.0,Região Sudeste,,Economia/ Administração / Contabilidade / Finanças,,,
5pb4h72cjj9wyajjbmv05pb4h72q4ypi,23.0,Masculino,1,São Paulo (SP),1.0,Estudante de Graduação,Empregado (CTL),Acima de 3000,1.0,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Podcast do Data Hackers,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,Coursera,,1.0,Região Sudeste,,Outras Engenharias,Indústria (Manufatura),Supervisor,
wtf814e9qnojn1n3iby9wtf81vw2iclc,30.0,Masculino,1,Rio de Janeiro (RJ),1.0,Mestrado,Trabalho na área Acadêmica/Pesquisador,,,,de 2 a 3 anos,de 1 a 2 anos,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,R,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Podcast do Data Hackers,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,DataCamp,,0.0,Região Sudeste,,Química / Física,,,
jmluvwf6571n6qbnvhbdxjmluvwflb5f,36.0,Masculino,1,,1.0,Graduação/Bacharelado,Empregado (CTL),de 11 a 50,0.0,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Newsletter Semanal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Coursera,,1.0,,,Computação / Engenharia de Software / Sistemas de Informação,,,Outras
