"","GenderSelect","Country","Age","CurrentJobTitleSelect","MLToolNextYearSelect","LanguageRecommendationSelect","FormalEducation","FirstTrainingSelect","EmployerIndustry","JobSatisfaction","CompensationAmount","CompensationCurrency","Exchange"
"212","Male","United States","30","Other","Microsoft SQL Server Data Mining","SQL","Master's degree","University courses","Government","8",65000,"USD",NA
"213","Male","United States","65","Data Scientist","Other","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","10 - Highly Satisfied",134000,"USD",NA
"214","Male","Indonesia","27","Other","TensorFlow","Python","Bachelor's degree","Self-taught","Internet-based","7",0,"IDR",NA
"215","Male","People 's Republic of China","29","Machine Learning Engineer","Google Cloud Compute","Python","Master's degree","Self-taught","Technology","5",300000,"CNY",NA
"216","Male","India","48","Data Scientist","Spark / MLlib","Python","Master's degree","University courses","Telecommunications","6",0,"BIF",NA
"217","Male","Australia","50","Data Scientist","TensorFlow","Python","Master's degree","University courses","Other","7",200000,"AUD",NA
"218","Female","Taiwan","40","Computer Scientist","KNIME (free version)","Python","Professional degree","Self-taught","Government","4",70000,"TWD",NA
"219","Female","Australia","38","Researcher","Other","Python","Master's degree","University courses","Academic","8",27000,"AUD",NA
"220","Male","Taiwan","45","Software Developer/Software Engineer","R","R","Master's degree","Self-taught","Other","I prefer not to share",1500000,"TWD",NA
"221","Male","Australia","32","Data Scientist","Hadoop/Hive/Pig","R","Doctoral degree","University courses","CRM/Marketing","8",140000,"AUD",NA
"222","Male","United States","46","Data Scientist","Other","Python","Some college/university study without earning a bachelor's degree","Kaggle competitions","Other","10 - Highly Satisfied",110000,"USD",NA
"223","Male","Hong Kong","45","Data Scientist","TensorFlow","R","Bachelor's degree","Self-taught","CRM/Marketing","5",70000,"USD",NA
"224","Male","United States","23","Data Scientist","Amazon Web services","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Pharmaceutical","7",120000,"USD",NA
"225","Male","Colombia","40","Data Scientist","Google Cloud Compute","R","Doctoral degree","University courses","Academic","8",130000000,"COP",NA
"226","Male","United States","27","Data Scientist","TensorFlow","Python","Master's degree","University courses","Technology","5",103000,"USD",NA
"227","Female","United States","37","Data Analyst","Jupyter notebooks","Python","Doctoral degree","University courses","Academic","5",40000,"USD",NA
"228","Male","Russia","44","Data Analyst","Unix shell / awk","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Telecommunications","6",700000,"RUB",NA
"229","Male","United States","23","Other","Hadoop/Hive/Pig","Python","Bachelor's degree","Self-taught","Other","3",71500,"USD",NA
"230","Male","United States","37","Software Developer/Software Engineer","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","CRM/Marketing","9",180000,"USD",NA
"231","Male","United States","24","Data Scientist","Amazon Machine Learning","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Hospitality/Entertainment/Sports","6",90000,"USD",NA
"232","Male","United States","39","Other","TensorFlow","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Financial","3",115000,"USD",NA
"233","Female","Germany","31","Scientist/Researcher","Julia","Python","Master's degree","Work","Academic","2",25000,"EUR",NA
"234","Male","United States","41","Data Scientist","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","8",210000,"USD",NA
"235","Male","United States","33","Data Analyst","Spark / MLlib","Python","Bachelor's degree","Self-taught","Pharmaceutical","9",107000,"USD",NA
"236","Female","Australia","39","Data Scientist","Other","Python","Doctoral degree","Self-taught","Internet-based","8",350000,"AUD",NA
"237","Male","United States","49","Scientist/Researcher","Other","R","Doctoral degree","Self-taught","Other","8",125000,"USD",NA
"238","Male","Australia","35","Software Developer/Software Engineer","Tableau","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","7",116000,"AUD",NA
"239","Male","United States","24","Business Analyst","Google Cloud Compute","SQL","Master's degree","Online courses (coursera, udemy, edx, etc.)","Other","8",72000,"USD",NA
"240","Female","Australia","48","Data Analyst","IBM Watson / Waton Analytics","R","Master's degree","Work","Government","5",250000,"AUD",NA
"241","Male","United States","31","DBA/Database Engineer","Microsoft Azure Machine Learning","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Hospitality/Entertainment/Sports","4",67000,"USD",NA
"242","Male","United States","43","Data Scientist","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","7",220000,"USD",NA
"243","Male","Switzerland","27","Data Analyst","Python","R","Bachelor's degree","Self-taught","Mix of fields","9",85000,"USD",NA
"244","Male","India","35","Researcher","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","6",1500000,"INR",NA
"245","Female","India","30","Other","Microsoft Azure Machine Learning","R","Bachelor's degree","Work","Technology","3",3000000,"INR",NA
"246","Male","People 's Republic of China","29","Business Analyst","Python","Python","Master's degree","Self-taught","Hospitality/Entertainment/Sports","5",180000,"CNY",NA
"247","Male","India","34","Computer Scientist","Amazon Machine Learning","R","Master's degree","Self-taught","Government","10 - Highly Satisfied",100000,"INR",NA
"248","Male","Argentina","50","Business Analyst","Microsoft R Server (Formerly Revolution Analytics)","R","Some college/university study without earning a bachelor's degree","Self-taught","Other","10 - Highly Satisfied",45000,"USD",NA
"249","Female","Philippines","19","Data Analyst","DataRobot","R","Bachelor's degree","University courses","Technology","6",11000,"PHP",NA
"250","Male","Taiwan","38","Scientist/Researcher","TensorFlow","Python","Doctoral degree","University courses","Academic","8",27000,"USD",NA
"251","Male","India","22","Software Developer/Software Engineer","R","Python","Bachelor's degree","Self-taught","Technology","5",420000,"INR",NA
"252","Male","United States","50","Data Scientist","Spark / MLlib","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Manufacturing","8",130000,"USD",NA
"253","Male","Indonesia","48","DBA/Database Engineer","Cloudera","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","8",250000000,"IDR",NA
"254","Female","United States","32","Machine Learning Engineer","TensorFlow","Python","Doctoral degree","University courses","Technology","7",305000,"USD",NA
"255","Male","India","25","Other","Hadoop/Hive/Pig","R","Master's degree","Self-taught","Technology","8",470000,"INR",NA
"256","Male","Canada","28","Data Analyst","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Hospitality/Entertainment/Sports","10 - Highly Satisfied",70000,"CAD",NA
"257","Male","Other","30","Data Scientist","TensorFlow","Python","Master's degree","University courses","Insurance","8",3000000,"THB",NA
"259","Male","Other","23","Programmer","Hadoop/Hive/Pig","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","4",42000,"NPR",NA
"260","Male","United States","50","Researcher","Python","Python","Bachelor's degree","Self-taught","Technology","5",1000000,"USD",NA
"261","Male","United States","24","Business Analyst","Julia","Python","Bachelor's degree","Self-taught","Financial","3",95000,"USD",NA
"262","Male","United States","44","Scientist/Researcher","R","SAS","Doctoral degree","Self-taught","Government","3",120000,"USD",NA
"263","Male","India","31","Data Scientist","IBM Watson / Waton Analytics","R","Master's degree","Work","Telecommunications","7",1400000,"INR",NA
"264","Male","Philippines","35","Data Scientist","Amazon Web services","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Other","10 - Highly Satisfied",20000,"USD",NA
"265","Male","United States","35","Machine Learning Engineer","TensorFlow","Python","Doctoral degree","Work","Hospitality/Entertainment/Sports","6",150000,"USD",NA
"266","Female","Australia","25","Data Miner","Amazon Web services","Python","Master's degree","University courses","Mix of fields","7",65000,"AUD",NA
"267","Male","Singapore","23","Other","TensorFlow","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","6",6000,"SGD",NA
"268","Male","People 's Republic of China","35","Business Analyst","TensorFlow","Python","I prefer not to answer","Self-taught","Internet-based","5",240000,"CNY",NA
"269","Male","United States","40","Software Developer/Software Engineer","Tableau","Python","Master's degree","Self-taught","Telecommunications","5",100000,"USD",NA
"270","Male","United States","34","Data Scientist","Julia","SQL","Master's degree","University courses","Technology","9",80000,"USD",NA
"271","Male","Indonesia","26","Scientist/Researcher","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Academic","7",120000000,"IDR",NA
"272","Male","Colombia","34","Engineer","TensorFlow","Python","Professional degree","University courses","Technology","8",150000,"USD",NA
"273","Male","United States","30","Data Scientist","TensorFlow","R","Bachelor's degree","Self-taught","Financial","7",100000,"USD",NA
"274","Male","New Zealand","33","Data Scientist","Other","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","8",70000,"NZD",NA
"275","Male","United States","34","Data Analyst","DataRobot","Python","Bachelor's degree","Self-taught","Technology","7",115500,"USD",NA
"276","Male","India","35","Data Miner","R","Python","Professional degree","Self-taught","Technology","6",2000000,"INR",NA
"277","Male","United States","29","Scientist/Researcher","Google Cloud Compute","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Technology","9",172000,"USD",NA
"278","Male","United States","31","Data Scientist","Unix shell / awk","SQL","Master's degree","University courses","Technology","7",140000,"USD",NA
"279","Male","Other","24","Software Developer/Software Engineer","TensorFlow","Python","Bachelor's degree","Self-taught","Financial","5",1000,"USD",NA
"280","Male","Indonesia","31","Software Developer/Software Engineer","RapidMiner (free version)","Python","Master's degree","Self-taught","Financial","7",10000,"USD",NA
"281","Female","Philippines","22","Data Analyst","Python","R","Bachelor's degree","Kaggle competitions","Technology","7",23000,"PHP",NA
"282","Male","Canada","27","Scientist/Researcher","Tableau","Python","Bachelor's degree","Self-taught","Academic","3",30000,"CAD",NA
"283","Male","United States","21","Machine Learning Engineer","Julia","Python","Bachelor's degree","Self-taught","Technology","9",110000,"USD",NA
"284","Male","India","29","Business Analyst","Amazon Machine Learning","SQL","Master's degree","University courses","Insurance","8",1500000,"INR",NA
"285","Male","Australia","40","Software Developer/Software Engineer","Microsoft Azure Machine Learning","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","4",120000,"AUD",NA
"286","Female","United States","48","Data Scientist","Other","SQL","Bachelor's degree","Self-taught","Government","3",49750,"USD",NA
"287","Male","India","30","Machine Learning Engineer","R","Matlab","Master's degree","Self-taught","Academic","8",700000,"INR",NA
"288","Male","Indonesia","23","Machine Learning Engineer","Google Cloud Compute","Python","Bachelor's degree","Work","CRM/Marketing","8",140000000,"IDR",NA
"289","Female","United States","26","Data Scientist","Spark / MLlib","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","8",105000,"USD",NA
"290","Male","United States","30","Data Scientist","TensorFlow","R","Master's degree","University courses","Technology","9",90000,"USD",NA
"291","Male","India","39","Other","Tableau","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Academic","8",100000,"INR",NA
"292","Male","Philippines","33","Business Analyst","Hadoop/Hive/Pig","R","Bachelor's degree","University courses","Other","8",28000,"HKD",NA
"293","Male","Canada","23","Data Analyst","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Financial","5",72000,"CAD",NA
